"ID"	"ControlType"	"ORGANISM"	"miRNA_ID"	"SPOT_ID"	"SPOT_ID_1"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"hsa-miR-152"	"hsa-miR-152"	0	"Homo sapiens"	"hsa-miR-152"	""	NA	4.87043577785714	4.87043577785714	43.0336370000872	1.13831129860873e-11	2.55682230149038e-11	17.5968221284517
"hsa-miR-374a"	"hsa-miR-374a"	0	"Homo sapiens"	"hsa-miR-374a"	""	NA	7.27148462428571	7.27148462428571	42.5120801624341	1.2687370754187e-11	2.82802462612413e-11	17.4934525208659
"hsa-miR-301b"	"hsa-miR-301b"	0	"Homo sapiens"	"hsa-miR-301b"	""	NA	5.32625434771428	5.32625434771429	41.0670284405393	1.7256519067214e-11	3.81735118759583e-11	17.1984473513289
"hsa-miR-451"	"hsa-miR-451"	0	"Homo sapiens"	"hsa-miR-451"	""	NA	9.67142897942857	9.67142897942857	41.0139987269167	1.74559477300931e-11	3.83243363698284e-11	17.1873735508648
"hsa-miR-342-5p"	"hsa-miR-342-5p"	0	"Homo sapiens"	"hsa-miR-342-5p"	""	NA	4.493694651	4.493694651	40.5260775453931	1.94160241420583e-11	4.23095451453807e-11	17.0846360934866
"hsa-miR-502-5p"	"hsa-miR-502-5p"	0	"Homo sapiens"	"hsa-miR-502-5p"	""	NA	3.02655301228571	3.02655301228571	40.1498643479786	2.1094718706788e-11	4.56270952769043e-11	17.0043601246519
"hsa-miR-874"	"hsa-miR-874"	0	"Homo sapiens"	"hsa-miR-874"	""	NA	3.87795933342857	3.87795933342857	40.0519035590861	2.15578760686765e-11	4.62860280298055e-11	16.9833036550719
"hsa-miR-638"	"hsa-miR-638"	0	"Homo sapiens"	"hsa-miR-638"	""	NA	4.412586452	4.412586452	39.5400329857979	2.41694224234977e-11	5.14455085495203e-11	16.8722292698813
"hsa-miR-376a*"	"hsa-miR-376a*"	0	"Homo sapiens"	"hsa-miR-376a*"	""	NA	4.33668226271429	4.33668226271429	39.5136437801639	2.4313288287102e-11	5.14455085495203e-11	16.8664546868091
"hsa-miR-627"	"hsa-miR-627"	0	"Homo sapiens"	"hsa-miR-627"	""	NA	4.52356497514286	4.52356497514286	39.1655573552777	2.6302774540866e-11	5.51722661080189e-11	16.7898365659805
"hsa-miR-1225-5p"	"hsa-miR-1225-5p"	0	"Homo sapiens"	"hsa-miR-1225-5p"	""	NA	4.07968211414286	4.07968211414286	39.1405610682807	2.64524563531597e-11	5.51722661080189e-11	16.7843022789791
"hsa-miR-381"	"hsa-miR-381"	0	"Homo sapiens"	"hsa-miR-381"	""	NA	5.27356000028571	5.27356000028571	39.0712324001131	2.68725849766752e-11	5.56510270438947e-11	16.7689298035635
"hsa-miR-654-3p"	"hsa-miR-654-3p"	0	"Homo sapiens"	"hsa-miR-654-3p"	""	NA	5.50864537071429	5.50864537071429	37.8433177372424	3.56902286757496e-11	7.33911744599921e-11	16.4909855393899
"hsa-let-7e"	"hsa-let-7e"	0	"Homo sapiens"	"hsa-let-7e"	""	NA	8.00979514128571	8.00979514128571	37.2833509275372	4.07445159450715e-11	8.31985919997265e-11	16.3605585955651
"hsa-miR-431"	"hsa-miR-431"	0	"Homo sapiens"	"hsa-miR-431"	""	NA	5.48448439785714	5.48448439785714	37.1215992501466	4.23490162878733e-11	8.58743941392986e-11	16.3224410492243
"hsa-miR-20a*"	"hsa-miR-20a*"	0	"Homo sapiens"	"hsa-miR-20a*"	""	NA	4.99993090814286	4.99993090814286	37.0371360349224	4.32146661221255e-11	8.70253966045561e-11	16.3024570048311
"hsa-miR-628-5p"	"hsa-miR-628-5p"	0	"Homo sapiens"	"hsa-miR-628-5p"	""	NA	4.86232824457143	4.86232824457143	36.9182641532865	4.4466464373771e-11	8.89329287475421e-11	16.2742384286696
"hsa-miR-222"	"hsa-miR-222"	0	"Homo sapiens"	"hsa-miR-222"	""	NA	5.138229801	5.138229801	36.4080530209082	5.03167897016031e-11	9.99489972303953e-11	16.1518656480088
"hsa-miR-379"	"hsa-miR-379"	0	"Homo sapiens"	"hsa-miR-379"	""	NA	5.16689779642857	5.16689779642857	36.3483880666076	5.10550690294465e-11	1.00730271328367e-10	16.1374206012441
"hsa-miR-660"	"hsa-miR-660"	0	"Homo sapiens"	"hsa-miR-660"	""	NA	5.08492135885714	5.08492135885714	36.0460950972092	5.49854473867947e-11	1.07756715684188e-10	16.0637951501989
"hsa-miR-376c"	"hsa-miR-376c"	0	"Homo sapiens"	"hsa-miR-376c"	""	NA	6.58700015985714	6.58700015985714	35.9504045127495	5.62987912609854e-11	1.09594980321385e-10	16.0403348993461
"hsa-miR-487b"	"hsa-miR-487b"	0	"Homo sapiens"	"hsa-miR-487b"	""	NA	5.57255771828571	5.57255771828571	35.8803193033559	5.72828201066262e-11	1.10772075967781e-10	16.0231048464769
"hsa-miR-495"	"hsa-miR-495"	0	"Homo sapiens"	"hsa-miR-495"	""	NA	5.124075459	5.124075459	35.0682526737515	7.01928998372838e-11	1.34844254950571e-10	15.8204891579008
"hsa-miR-432"	"hsa-miR-432"	0	"Homo sapiens"	"hsa-miR-432"	""	NA	5.25402730214286	5.25402730214286	35.0381375980516	7.07302606113379e-11	1.34988471232096e-10	15.8128682874705
"hsa-miR-29b-1*"	"hsa-miR-29b-1*"	0	"Homo sapiens"	"hsa-miR-29b-1*"	""	NA	2.67011473671429	2.67011473671429	34.8371764594922	7.44353556070788e-11	1.4090352161078e-10	15.7618139224354
"hsa-miR-143"	"hsa-miR-143"	0	"Homo sapiens"	"hsa-miR-143"	""	NA	4.13839168257143	4.13839168257143	34.8182808383112	7.47946775673662e-11	1.4090352161078e-10	15.7569955475733
"hsa-miR-150"	"hsa-miR-150"	0	"Homo sapiens"	"hsa-miR-150"	""	NA	6.97062993442857	6.97062993442857	34.7687453437246	7.57458353422001e-11	1.41780666153349e-10	15.7443493229493
"hsa-miR-21*"	"hsa-miR-21*"	0	"Homo sapiens"	"hsa-miR-21*"	""	NA	4.76229718785714	4.76229718785714	34.5616582473377	7.98704081966024e-11	1.48548784671388e-10	15.6912492395491
"hsa-miR-363"	"hsa-miR-363"	0	"Homo sapiens"	"hsa-miR-363"	""	NA	6.471281082	6.471281082	34.3536592952865	8.42659004894166e-11	1.55731917360188e-10	15.6375360557334
"hsa-miR-501-3p"	"hsa-miR-501-3p"	0	"Homo sapiens"	"hsa-miR-501-3p"	""	NA	3.13528940614286	3.13528940614286	34.2484225303945	8.65916935500274e-11	1.59023739098163e-10	15.6102137777379
"hsa-miR-335"	"hsa-miR-335"	0	"Homo sapiens"	"hsa-miR-335"	""	NA	5.57724018242857	5.57724018242857	33.9566372161567	9.34220748426899e-11	1.70495286587909e-10	15.5339391742176
"hsa-miR-425*"	"hsa-miR-425*"	0	"Homo sapiens"	"hsa-miR-425*"	""	NA	2.84273278614286	2.84273278614286	33.7374667980585	9.89466698278848e-11	1.79456071985977e-10	15.4761388960825
"hsa-miR-101"	"hsa-miR-101"	0	"Homo sapiens"	"hsa-miR-101"	""	NA	7.41235804614286	7.41235804614286	33.6831166370515	1.0037220336899e-10	1.80917798665093e-10	15.4617374170534
"hsa-miR-590-5p"	"hsa-miR-590-5p"	0	"Homo sapiens"	"hsa-miR-590-5p"	""	NA	7.49485948671428	7.49485948671429	33.6553340897438	1.01109706004622e-10	1.81129043885581e-10	15.454365203845
"hsa-miR-30c-1*"	"hsa-miR-30c-1*"	0	"Homo sapiens"	"hsa-miR-30c-1*"	""	NA	2.889623953	2.889623953	33.6282635735254	1.01834103232532e-10	1.81314378926215e-10	15.4471750781939
"hsa-miR-378*"	"hsa-miR-378*"	0	"Homo sapiens"	"hsa-miR-378*"	""	NA	2.98744430457143	2.98744430457143	33.5764265213892	1.03237393526838e-10	1.82698902483859e-10	15.4333878668025
"hsa-miR-17*"	"hsa-miR-17*"	0	"Homo sapiens"	"hsa-miR-17*"	""	NA	6.45498791342857	6.45498791342857	33.5130681564189	1.04981840644503e-10	1.83767786357131e-10	15.4165024695373
"hsa-miR-181d"	"hsa-miR-181d"	0	"Homo sapiens"	"hsa-miR-181d"	""	NA	5.93101608257143	5.93101608257143	33.5088164764356	1.0510006959466e-10	1.83767786357131e-10	15.4153680348092
"hsa-miR-886-3p"	"hsa-miR-886-3p"	0	"Homo sapiens"	"hsa-miR-886-3p"	""	NA	4.04927175528571	4.04927175528571	33.4720212817003	1.06129457908145e-10	1.83924539397437e-10	15.4055432970508
"hsa-miR-181b"	"hsa-miR-181b"	0	"Homo sapiens"	"hsa-miR-181b"	""	NA	4.98476365171429	4.98476365171429	33.46066305167	1.06449476569065e-10	1.83924539397437e-10	15.4025079710854
"hsa-miR-191"	"hsa-miR-191"	0	"Homo sapiens"	"hsa-miR-191"	""	NA	2.822480788	2.822480788	33.2393145341904	1.12905049659084e-10	1.93931026473251e-10	15.3431144895591
"hsa-miR-340"	"hsa-miR-340"	0	"Homo sapiens"	"hsa-miR-340"	""	NA	6.123198765	6.123198765	33.1966180506315	1.14199682868028e-10	1.94376592975435e-10	15.3316048607413
"hsa-miR-130b*"	"hsa-miR-130b*"	0	"Homo sapiens"	"hsa-miR-130b*"	""	NA	2.76097866957143	2.76097866957143	33.1815805794995	1.14659566397123e-10	1.94376592975435e-10	15.3275471236993
"hsa-miR-758"	"hsa-miR-758"	0	"Homo sapiens"	"hsa-miR-758"	""	NA	4.82252744185714	4.82252744185714	33.1652452565405	1.15161474605309e-10	1.94376592975435e-10	15.3231367438539
"hsa-miR-141"	"hsa-miR-141"	0	"Homo sapiens"	"hsa-miR-141"	""	NA	4.73955614071428	4.73955614071429	32.8910159557822	1.23962405668663e-10	2.08028864685342e-10	15.2487177676585
"hsa-miR-339-3p"	"hsa-miR-339-3p"	0	"Homo sapiens"	"hsa-miR-339-3p"	""	NA	3.73999298842857	3.73999298842857	32.7592738452252	1.28454206373584e-10	2.1433501863478e-10	15.2127093613056
"hsa-miR-127-3p"	"hsa-miR-127-3p"	0	"Homo sapiens"	"hsa-miR-127-3p"	""	NA	4.50171762071429	4.50171762071429	32.5692857936185	1.35253740671518e-10	2.24398251568655e-10	15.1604839817246
"hsa-miR-493*"	"hsa-miR-493*"	0	"Homo sapiens"	"hsa-miR-493*"	""	NA	4.32444031885714	4.32444031885714	32.3047869646005	1.45395454361535e-10	2.39861427534284e-10	15.0871860757948
"hsa-miR-192"	"hsa-miR-192"	0	"Homo sapiens"	"hsa-miR-192"	""	NA	5.105129178	5.105129178	32.1356792403396	1.52321214884905e-10	2.49875251384226e-10	15.0399584973531
"hsa-miR-923"	"hsa-miR-923"	0	"Homo sapiens"	"hsa-miR-923"	""	NA	6.51464366142857	6.51464366142857	32.1141747036081	1.5322789619394e-10	2.49958355802404e-10	15.0339322641088
"hsa-miR-125a-5p"	"hsa-miR-125a-5p"	0	"Homo sapiens"	"hsa-miR-125a-5p"	""	NA	7.49420151985714	7.49420151985714	31.3297541069288	1.90781032786474e-10	3.09489230964724e-10	14.8108834100892
"hsa-miR-224"	"hsa-miR-224"	0	"Homo sapiens"	"hsa-miR-224"	""	NA	5.802775408	5.802775408	30.933467582047	2.13561918627373e-10	3.4453083005079e-10	14.695752364587
"hsa-miR-376a"	"hsa-miR-376a"	0	"Homo sapiens"	"hsa-miR-376a"	""	NA	5.86564571528571	5.86564571528571	30.8520589527217	2.1860689637729e-10	3.50731943638289e-10	14.6718926097303
"hsa-miR-181a*"	"hsa-miR-181a*"	0	"Homo sapiens"	"hsa-miR-181a*"	""	NA	4.36607109128571	4.36607109128571	30.8215171982026	2.20533640138502e-10	3.51889742734658e-10	14.6629227186792
"hsa-miR-26a-1*"	"hsa-miR-26a-1*"	0	"Homo sapiens"	"hsa-miR-26a-1*"	""	NA	2.90519537557143	2.90519537557143	30.8013278979336	2.21817648649562e-10	3.52014964161261e-10	14.6569877054152
"hsa-miR-543"	"hsa-miR-543"	0	"Homo sapiens"	"hsa-miR-543"	""	NA	4.45883295357143	4.45883295357143	30.6731003130415	2.30169225289642e-10	3.63294128565273e-10	14.6191891345738
"hsa-miR-939"	"hsa-miR-939"	0	"Homo sapiens"	"hsa-miR-939"	""	NA	3.50737279371428	3.50737279371429	29.6578051362717	3.10111060020934e-10	4.86841018957596e-10	14.3134233778526
"hsa-miR-378"	"hsa-miR-378"	0	"Homo sapiens"	"hsa-miR-378"	""	NA	2.892496817	2.892496817	29.3864091141546	3.36405461479512e-10	5.25296228620415e-10	14.2296835858222
"hsa-miR-1228"	"hsa-miR-1228"	0	"Homo sapiens"	"hsa-miR-1228"	""	NA	3.12928547185714	3.12928547185714	29.1142054440881	3.65289572228089e-10	5.67364654737245e-10	14.1448165939207
"hsa-miR-410"	"hsa-miR-410"	0	"Homo sapiens"	"hsa-miR-410"	""	NA	6.14973680957143	6.14973680957143	28.8201602157479	3.99624954005702e-10	6.17409981850079e-10	14.0521343286992
"hsa-miR-26b*"	"hsa-miR-26b*"	0	"Homo sapiens"	"hsa-miR-26b*"	""	NA	2.8617272	2.8617272	28.5565845020192	4.33469272566922e-10	6.66173829418638e-10	13.9681525323115
"hsa-miR-29b"	"hsa-miR-29b"	0	"Homo sapiens"	"hsa-miR-29b"	""	NA	7.445474621	7.445474621	28.2870737293389	4.7140144330297e-10	7.20676552065274e-10	13.8813807180585
"hsa-miR-7-1*"	"hsa-miR-7-1*"	0	"Homo sapiens"	"hsa-miR-7-1*"	""	NA	4.721476911	4.721476911	27.9248646167412	5.28316225813065e-10	8.0348092675737e-10	13.763303919723
"hsa-miR-629"	"hsa-miR-629"	0	"Homo sapiens"	"hsa-miR-629"	""	NA	2.85028766771429	2.85028766771429	27.5580887580794	5.93835476430804e-10	8.98445384030025e-10	13.6419948435268
"hsa-miR-548c-5p"	"hsa-miR-548c-5p"	0	"Homo sapiens"	"hsa-miR-548c-5p"	""	NA	5.01606051342857	5.01606051342857	27.4466854725091	6.15486534644968e-10	9.26402412970777e-10	13.6047949303439
"hsa-miR-139-5p"	"hsa-miR-139-5p"	0	"Homo sapiens"	"hsa-miR-139-5p"	""	NA	6.243765709	6.243765709	27.0973975494577	6.8926204275489e-10	1.03212572556117e-09	13.4870713282952
"hsa-miR-199b-5p"	"hsa-miR-199b-5p"	0	"Homo sapiens"	"hsa-miR-199b-5p"	""	NA	3.85814370828571	3.85814370828571	27.0075500847731	7.09792745092393e-10	1.0574463345254e-09	13.456518894817
"hsa-miR-377"	"hsa-miR-377"	0	"Homo sapiens"	"hsa-miR-377"	""	NA	6.225833562	6.225833562	26.7023141774523	7.84782103121422e-10	1.16323032543886e-09	13.3518836933494
"hsa-miR-744*"	"hsa-miR-744*"	0	"Homo sapiens"	"hsa-miR-744*"	""	NA	3.33050246814286	3.33050246814286	26.6104701998315	8.09037820623706e-10	1.19312648294001e-09	13.3201424783417
"hsa-miR-24-1*"	"hsa-miR-24-1*"	0	"Homo sapiens"	"hsa-miR-24-1*"	""	NA	5.29543402342857	5.29543402342857	26.4835445467278	8.43940229667527e-10	1.2383444576026e-09	13.2760790108974
"hsa-miR-7"	"hsa-miR-7"	0	"Homo sapiens"	"hsa-miR-7"	""	NA	4.29177391585714	4.29177391585714	26.4402576459994	8.56223248580659e-10	1.25008594292776e-09	13.2609986736991
"hsa-miR-454*"	"hsa-miR-454*"	0	"Homo sapiens"	"hsa-miR-454*"	""	NA	3.42364214471428	3.42364214471429	26.3856465174926	8.72003760756322e-10	1.26679153303904e-09	13.2419346250107
"hsa-miR-299-5p"	"hsa-miR-299-5p"	0	"Homo sapiens"	"hsa-miR-299-5p"	""	NA	4.03189467842857	4.03189467842857	26.2162961263702	9.23030404985925e-10	1.33428157552421e-09	13.1825412659888
"hsa-miR-629*"	"hsa-miR-629*"	0	"Homo sapiens"	"hsa-miR-629*"	""	NA	2.73700943071429	2.73700943071429	26.1373115532932	9.47956176813008e-10	1.36356257945516e-09	13.1546969784359
"hsa-miR-574-5p"	"hsa-miR-574-5p"	0	"Homo sapiens"	"hsa-miR-574-5p"	""	NA	5.306601475	5.306601475	25.9208571362942	1.02018162777366e-09	1.46025997700935e-09	13.0779181006236
"hsa-miR-654-5p"	"hsa-miR-654-5p"	0	"Homo sapiens"	"hsa-miR-654-5p"	""	NA	3.46626962542857	3.46626962542857	25.7831644797271	1.06929784218785e-09	1.5230974142383e-09	13.0287128502625
"hsa-miR-144"	"hsa-miR-144"	0	"Homo sapiens"	"hsa-miR-144"	""	NA	5.76277632371429	5.76277632371429	25.5407101758212	1.16229705896359e-09	1.64752786998722e-09	12.9413724614958
"hsa-miR-23a*"	"hsa-miR-23a*"	0	"Homo sapiens"	"hsa-miR-23a*"	""	NA	2.36166786485714	2.36166786485714	25.466922133324	1.19235720303363e-09	1.68197247964165e-09	12.9146128301963
"hsa-miR-33a"	"hsa-miR-33a"	0	"Homo sapiens"	"hsa-miR-33a"	""	NA	6.14269542514286	6.14269542514286	25.0041339520382	1.40177809108159e-09	1.9678807817107e-09	12.7448431112564
"hsa-miR-409-3p"	"hsa-miR-409-3p"	0	"Homo sapiens"	"hsa-miR-409-3p"	""	NA	5.76714824785714	5.76714824785714	24.7022544555167	1.56028907220358e-09	2.17992540231313e-09	12.632263390343
"hsa-miR-628-3p"	"hsa-miR-628-3p"	0	"Homo sapiens"	"hsa-miR-628-3p"	""	NA	3.24089245857143	3.24089245857143	24.6511755307013	1.58903005439378e-09	2.20950845658564e-09	12.6130681179724
"hsa-miR-625*"	"hsa-miR-625*"	0	"Homo sapiens"	"hsa-miR-625*"	""	NA	2.38997306628571	2.38997306628571	24.3579095276635	1.76586078947177e-09	2.44375047642539e-09	12.5020262899123
"hsa-miR-34a"	"hsa-miR-34a"	0	"Homo sapiens"	"hsa-miR-34a"	""	NA	4.99224354671428	4.99224354671429	24.0136760563524	2.00186437119365e-09	2.75728488862522e-09	12.3698432493383
"hsa-miR-299-3p"	"hsa-miR-299-3p"	0	"Homo sapiens"	"hsa-miR-299-3p"	""	NA	2.963097943	2.963097943	23.3469366710194	2.56534808266439e-09	3.5168152119155e-09	12.1079683521877
"hsa-miR-329"	"hsa-miR-329"	0	"Homo sapiens"	"hsa-miR-329"	""	NA	2.90738233957143	2.90738233957143	23.0591270750631	2.86132956719641e-09	3.89528284259253e-09	11.992459078012
"hsa-miR-23b*"	"hsa-miR-23b*"	0	"Homo sapiens"	"hsa-miR-23b*"	""	NA	2.56655187442857	2.56655187442857	23.0529339458066	2.86810209300477e-09	3.89528284259253e-09	11.9899567716451
"hsa-miR-30d*"	"hsa-miR-30d*"	0	"Homo sapiens"	"hsa-miR-30d*"	""	NA	3.42672008442857	3.42672008442857	23.0383824887496	2.88408504960367e-09	3.89885571520497e-09	11.9840745186426
"hsa-miR-132*"	"hsa-miR-132*"	0	"Homo sapiens"	"hsa-miR-132*"	""	NA	2.14290169671429	2.14290169671429	22.9876517506268	2.9405845747566e-09	3.93914681909865e-09	11.963536429452
"hsa-miR-491-5p"	"hsa-miR-491-5p"	0	"Homo sapiens"	"hsa-miR-491-5p"	""	NA	2.06280248571429	2.06280248571429	22.9873983248633	2.94086988549146e-09	3.93914681909865e-09	11.9634337109356
"hsa-miR-539"	"hsa-miR-539"	0	"Homo sapiens"	"hsa-miR-539"	""	NA	3.68918820628571	3.68918820628571	22.9297156036187	3.00661680778993e-09	4.00882241038658e-09	11.9400225364281
"hsa-miR-337-5p"	"hsa-miR-337-5p"	0	"Homo sapiens"	"hsa-miR-337-5p"	""	NA	4.70465934742857	4.70465934742857	22.8817465991433	3.06253593807187e-09	4.0648204268954e-09	11.9205063076511
"hsa-miR-424"	"hsa-miR-424"	0	"Homo sapiens"	"hsa-miR-424"	""	NA	6.114951289	6.114951289	22.2999009391969	3.8412456646429e-09	5.07531101391732e-09	11.6802851282274
"hsa-miR-598"	"hsa-miR-598"	0	"Homo sapiens"	"hsa-miR-598"	""	NA	4.68574851485714	4.68574851485714	22.1013773298949	4.15539461307739e-09	5.46565417575946e-09	11.5968107232372
"hsa-miR-200a"	"hsa-miR-200a"	0	"Homo sapiens"	"hsa-miR-200a"	""	NA	2.43903499857143	2.43903499857143	21.8580131824919	4.58005555698504e-09	5.99720279210598e-09	11.4934027921196
"hsa-miR-144*"	"hsa-miR-144*"	0	"Homo sapiens"	"hsa-miR-144*"	""	NA	4.12013991214286	4.12013991214286	21.5875640549788	5.10939201051693e-09	6.66045744228100e-09	11.3770638903226
"hsa-miR-99b"	"hsa-miR-99b"	0	"Homo sapiens"	"hsa-miR-99b"	""	NA	6.02788696485714	6.02788696485714	21.5287672865918	5.23325189718165e-09	6.79159801767575e-09	11.3515699973845
"hsa-miR-449a"	"hsa-miR-449a"	0	"Homo sapiens"	"hsa-miR-449a"	""	NA	2.14490205183333	2.14490205183333	25.4499118033198	6.8251661008842e-09	8.74100219937801e-09	11.3119814527102
"hsa-miR-15b*"	"hsa-miR-15b*"	0	"Homo sapiens"	"hsa-miR-15b*"	""	NA	2.75974251385714	2.75974251385714	21.2148786660868	5.95351703811289e-09	7.6921547572078e-09	11.2142310543331
"hsa-miR-136"	"hsa-miR-136"	0	"Homo sapiens"	"hsa-miR-136"	""	NA	5.89718660042857	5.89718660042857	21.1986234728825	5.99370657490255e-09	7.709966166835e-09	11.2070612852331
"hsa-miR-337-3p"	"hsa-miR-337-3p"	0	"Homo sapiens"	"hsa-miR-337-3p"	""	NA	3.216753646	3.216753646	20.8275092767026	6.99838489827341e-09	8.92370476111719e-09	11.0418012351986
"hsa-miR-215"	"hsa-miR-215"	0	"Homo sapiens"	"hsa-miR-215"	""	NA	3.48939135542857	3.48939135542857	20.7636684048732	7.189387389246e-09	9.1273961637384e-09	11.0130650367017
"hsa-miR-641"	"hsa-miR-641"	0	"Homo sapiens"	"hsa-miR-641"	""	NA	2.66108962671429	2.66108962671429	20.5927922759567	7.72971265255847e-09	9.77089218418646e-09	10.9356980602772
"hsa-miR-485-3p"	"hsa-miR-485-3p"	0	"Homo sapiens"	"hsa-miR-485-3p"	""	NA	5.15486276642857	5.15486276642857	20.4433811997236	8.23925833899304e-09	1.03701010128705e-08	10.8675045330884
"hsa-miR-1225-3p"	"hsa-miR-1225-3p"	0	"Homo sapiens"	"hsa-miR-1225-3p"	""	NA	2.0083306485	2.0083306485	24.025884403249	1.0721774684181e-08	1.33793085802601e-08	10.8389092405337
"hsa-miR-1238"	"hsa-miR-1238"	0	"Homo sapiens"	"hsa-miR-1238"	""	NA	2.23044315783333	2.23044315783333	23.8294406014971	1.14343883586315e-08	1.41476330539e-08	10.7712219479247
"hsa-miR-92a-1*"	"hsa-miR-92a-1*"	0	"Homo sapiens"	"hsa-miR-92a-1*"	""	NA	1.72267696128571	1.72267696128571	19.9089512893971	1.03914864376479e-08	1.3022807037739e-08	10.6193116442857
"hsa-miR-433"	"hsa-miR-433"	0	"Homo sapiens"	"hsa-miR-433"	""	NA	3.24098154971429	3.24098154971429	19.7925371120559	1.09389834008203e-08	1.35922687363385e-08	10.5643412236785
"hsa-miR-30a*"	"hsa-miR-30a*"	0	"Homo sapiens"	"hsa-miR-30a*"	""	NA	3.47123031442857	3.47123031442857	19.6503396225403	1.16516237079815e-08	1.43555870157409e-08	10.4967451834084
"hsa-miR-323-3p"	"hsa-miR-323-3p"	0	"Homo sapiens"	"hsa-miR-323-3p"	""	NA	3.42276596814286	3.42276596814286	19.6348799141868	1.17321570181569e-08	1.43940749970665e-08	10.4893660125432
"hsa-miR-411"	"hsa-miR-411"	0	"Homo sapiens"	"hsa-miR-411"	""	NA	3.44064875728571	3.44064875728571	19.404225764944	1.30100528105917e-08	1.58951272832334e-08	10.378560836999
"hsa-miR-768-3p"	"hsa-miR-768-3p"	0	"Homo sapiens"	"hsa-miR-768-3p"	""	NA	3.89046430928571	3.89046430928571	19.2849725505428	1.37307698369212e-08	1.67057699682542e-08	10.3207441839949
"hsa-let-7d*"	"hsa-let-7d*"	0	"Homo sapiens"	"hsa-let-7d*"	""	NA	5.09805284471429	5.09805284471429	19.0572924538365	1.52330991238355e-08	1.84567010131119e-08	10.2093421776849
"hsa-miR-1234"	"hsa-miR-1234"	0	"Homo sapiens"	"hsa-miR-1234"	""	NA	4.32240001657143	4.32240001657143	18.8559582839582	1.6714564426959e-08	2.01679868292232e-08	10.1096990028697
"hsa-miR-204"	"hsa-miR-204"	0	"Homo sapiens"	"hsa-miR-204"	""	NA	3.41607565485714	3.41607565485714	18.8127334060115	1.70530566454845e-08	2.0491738849718e-08	10.0881657678957
"hsa-miR-452"	"hsa-miR-452"	0	"Homo sapiens"	"hsa-miR-452"	""	NA	3.05285840816667	3.05285840816667	21.8217831933708	2.27734590429146e-08	2.65994001621243e-08	10.0424014135951
"hsa-miR-503"	"hsa-miR-503"	0	"Homo sapiens"	"hsa-miR-503"	""	NA	4.20907578028571	4.20907578028571	18.6910200793894	1.80477509041028e-08	2.15981281311394e-08	10.0272619493304
"hsa-miR-624*"	"hsa-miR-624*"	0	"Homo sapiens"	"hsa-miR-624*"	""	NA	3.420281812	3.420281812	18.6772308550574	1.81644435653391e-08	2.1649051106445e-08	10.020336704174
"hsa-miR-370"	"hsa-miR-370"	0	"Homo sapiens"	"hsa-miR-370"	""	NA	3.19144837742857	3.19144837742857	18.5354713613184	1.94138701809696e-08	2.3044106068468e-08	9.94884090577755
"hsa-miR-409-5p"	"hsa-miR-409-5p"	0	"Homo sapiens"	"hsa-miR-409-5p"	""	NA	4.09821158671429	4.09821158671429	18.4402178310252	2.03068736546341e-08	2.40065065066929e-08	9.90048937801082
"hsa-miR-154"	"hsa-miR-154"	0	"Homo sapiens"	"hsa-miR-154"	""	NA	4.36689320642857	4.36689320642857	18.4257398771199	2.04465515177308e-08	2.40741654966831e-08	9.89311819135679
"hsa-miR-382"	"hsa-miR-382"	0	"Homo sapiens"	"hsa-miR-382"	""	NA	4.47657205671429	4.47657205671429	18.2861976726433	2.18488240307798e-08	2.56219141244486e-08	9.8217720902739
"hsa-miR-768-5p"	"hsa-miR-768-5p"	0	"Homo sapiens"	"hsa-miR-768-5p"	""	NA	5.04525349842857	5.04525349842857	17.9424900075222	2.57803119841197e-08	2.99914386428803e-08	9.64367654082579
"hsa-miR-15a*"	"hsa-miR-15a*"	0	"Homo sapiens"	"hsa-miR-15a*"	""	NA	2.89056682357143	2.89056682357143	17.9142913920756	2.61361584467163e-08	3.02847550255602e-08	9.62891346274887
"hsa-miR-376b"	"hsa-miR-376b"	0	"Homo sapiens"	"hsa-miR-376b"	""	NA	3.816350086	3.816350086	17.70621443264	2.89368020025403e-08	3.33611836175358e-08	9.51925214401313
"hsa-miR-548d-5p"	"hsa-miR-548d-5p"	0	"Homo sapiens"	"hsa-miR-548d-5p"	""	NA	2.33347738485714	2.33347738485714	17.7004030343838	2.90196597221031e-08	3.33611836175358e-08	9.51617092800467
"hsa-miR-542-5p"	"hsa-miR-542-5p"	0	"Homo sapiens"	"hsa-miR-542-5p"	""	NA	3.35609031885714	3.35609031885714	17.6253761301676	3.01133426488535e-08	3.44827296214322e-08	9.47630047039465
"hsa-miR-139-3p"	"hsa-miR-139-3p"	0	"Homo sapiens"	"hsa-miR-139-3p"	""	NA	3.54455410485714	3.54455410485714	17.399284589467	3.36954201613349e-08	3.84338386215227e-08	9.35511945532484
"kshv-miR-K12-3"	"kshv-miR-K12-3"	0	"Kaposi's sarcoma-associated herpesvirus KSHV"	"kshv-miR-K12-3"	""	NA	2.50207262985714	2.50207262985714	17.1346003683946	3.85021118664213e-08	4.37455901361674e-08	9.21124512767831
"hsa-miR-93*"	"hsa-miR-93*"	0	"Homo sapiens"	"hsa-miR-93*"	""	NA	1.91571190571429	1.91571190571429	16.8698642603897	4.4082151417368e-08	4.98914271855483e-08	9.06511873216692
