ID_REF	SAMPLE 1	SAMPLE 2	SAMPLE 3	SAMPLE 4	SAMPLE 5	SAMPLE 6	SAMPLE 7	SAMPLE 8	SAMPLE 9	SAMPLE 10	SAMPLE 11	SAMPLE 12	SAMPLE 13	SAMPLE 14	SAMPLE 15	SAMPLE 16	SAMPLE 17	SAMPLE 18
hsa-miR-382	31.29224881	29.77194637	29.80787606	31.70817187	33.92118177	32.70208604	29.8124124	33.12213153	29.52884578	34.01654428	31.28828065	33.91380764	34.99901542	34.85154266	31.04754623	33.7924742	32.46450591	32.86253403
hsa-miR-532-5p	31.82849484	31.19411029	32.78962973	31.75888068	32.54568915	32.16132586	32.2807088	31.83270201	32.04367531	32.20927845	31.69946622	32.66943965	32.78965777	31.66138311	31.35868148	30.83888866	33.34504816	32.4401052
hsa-miR-582-5p	32.16362394	31.96739321	33.015132	31.49553633	32.30815347	32.69236105	33.10908495	31.66062997	33.59177986	31.25866742	31.22772064	32.54828323	32.20657229	30.88169585	30.80353557	29.99749924	32.55255601	33.23399102
hsa-miR-584	31.58104289	29.61238749	32.28567123	31.5231754	33.54754221	33.30890593	30.70908595	31.99838292	30.88879386	33.296321	31.77585753	33.77613368	34.42681325	31.83305099	31.07381658	34.04337182	33.22735586	32.96862366
hsa-miR-365	32.60102574	32.45517224	33.17418847	31.63618667	33.19210341	31.91286964	33.75864523	32.01017481	32.51355852	32.25237432	31.70124597	33.05675785	32.56005668	31.72118595	31.26773981	30.56916691	32.91822573	32.50175009
hsa-miR-200c	32.06550244	30.77708829	32.44137059	31.82158192	32.16480854	33.50099657	31.33685061	32.43279515	31.6327507	33.57474563	32.24272935	33.2574742	34.15354892	32.18349402	30.99319689	32.02591682	32.77848208	33.77006426
hsa-miR-130b	32.22938097	30.85422348	32.45741806	31.7807553	32.11982038	33.04239421	31.60210021	32.87780053	32.16907072	33.61984447	32.02743736	32.85507444	33.29523597	32.54050787	31.6273451	31.96619079	33.6114006	32.80134153
hsa-miR-744	31.76393967	30.33951569	32.53058406	32.19204233	32.72308587	33.43779673	31.63989836	32.56351932	31.51673661	33.69622981	32.28953503	33.31289279	33.84314431	32.63600392	31.64878654	32.27343111	33.55758207	33.80437059
hsa-miR-92a-1*	32.25260718	32.63492541	34.11886705	32.81308084	31.27208827	33.20028959	34.67451538	32.58959693	32.56075276	32.95108107	31.84352149	31.86848936	32.23244585	32.76365215	33.04909255	31.4356509	33.20115646	31.91713039
hsa-miR-92b	33.00125496	32.15719681	33.60602182	32.26966487	32.15673125	32.69746677	32.79922006	32.42208392	32.69412191	34.20160604	32.03064908	32.57618023	32.52585155	32.94376639	32.52331989	31.24184614	32.56291871	33.21820834
hsa-miR-421	32.7662304	30.95123871	32.98695495	32.48807777	32.5316633	33.66171549	31.86474828	32.25643083	31.79332982	33.00592072	31.93921951	33.01163056	33.8305898	31.8982907	31.83454384	31.98546139	33.44837969	33.49506343
hsa-miR-625*	31.66606193	31.01247509	31.21588684	32.75502624	31.90100932	34.9880518	31.73532649	32.19985101	31.45008613	33.83772468	31.74693596	34.08857108	35.17368068	32.09016979	31.45022482	32.80265013	33.72502294	34.32494071
hsa-miR-296-5p	33.5023894	32.21044585	31.93012483	32.02462277	33.04866699	33.55660616	32.02882198	32.59808027	33.51413468	33.49929002	30.76992899	33.59001261	34.52226576	32.65031858	31.13392662	32.94388755	34.3530636	32.6658294
hsa-miR-629	35.02882407	33.11180317	32.63777187	33.05435452	33.50118568	32.9229444	33.06698554	32.90578867	32.81531653	33.26678309	33.24001577	32.93399368	33.24106326	32.14338551	32.72561981	31.88071726	33.77217849	32.69450198
hsa-miR-500	33.79358747	32.64619069	34.67460222	32.67008721	32.72526745	33.21836777	34.12604786	33.01166044	33.24189838	32.76787654	32.43820298	34.07031641	32.99705939	32.47039115	32.10925309	31.59884596	34.31074735	33.2143249
hsa-miR-411	31.90009983	30.25279218	31.24566275	32.60399738	34.50259944	33.47598585	30.23278926	35.15499827	29.78769688	35.86423273	32.49328985	34.05832627	35.52032662	36.0059587	31.86477676	35.21510623	34.17031992	33.03407047
hsa-miR-330-3p	32.58178617	31.4559648	33.65074415	32.72686569	33.19634327	34.76630873	33.28809724	33.56857493	32.28906047	34.72009354	32.94242447	34.60090326	34.75996034	32.88634488	32.22085746	33.71074011	34.0957785	33.90643481
hsa-miR-99a*	33.26083826	33.28070283	33.32492893	33.57879061	31.89775581	34.44308779	35.25612616	35.19180613	33.60427306	33.46961954	32.78288202	33.81832082	33.46420303	33.66845597	34.27114322	34.10929103	34.12593601	33.46502399
hsa-miR-30b	24.6352157	23.06449067	24.56848973	24.06432913	24.12785868		24.58956899	24.88590344	23.84378576	25.47851172	24.22444592	25.04074316	25.46503852	24.50474966	23.93795427	24.31293583	25.38006086	25.18245925
hsa-miR-30c	25.89404243	24.32168294	25.72361133	25.46972799	25.45836276	26.55081628	25.88226133	26.36579766	25.10860942	26.82240047		26.33217499	26.80406625	25.88647401	25.27315603	25.58115348	26.78863056	26.50943445
hsa-miR-30d	26.95547613	25.74102556	26.96514691	27.55697395	27.992261	27.91541645	27.60264867	27.74307909	26.77022662	28.49996959	27.30508751	27.83167024	28.65867195	27.96402152	26.42454927	26.92458654	28.06904138	28.17606881
hsa-miR-551b	28.61744382		28.07857489	27.49291249	26.45984114	27.66973066	29.41535531	29.32284794	27.96715088	28.92457857	27.68722106	28.32941356	27.68852547	27.78755372	28.01455883	27.64823878	28.00838445	27.62325834
hsa-miR-10a	28.76151828	28.75834253	28.6682183	28.06164063	27.05815494	28.41634806	29.77413742	29.7367323	28.46958107	29.58677974	28.28454398	28.26932468	27.94097033	28.27581296	28.53324848	27.565878	28.33001061	27.75852446
hsa-miR-324-5p	29.19687767	27.66045304		28.79244275	29.24917407	29.93451075	28.68505077	29.4727432	28.50126947	29.83016182	28.90804961	29.91647932	30.49063956	28.97294533	28.67167835	28.97375806	29.94554711	30.17111734
hsa-miR-324-3p	29.73754837	28.24187085	30.00998932	29.46724451	29.10463034	30.15839379	29.52288631	29.61477306	28.92439859	30.49297711	29.22018886	29.89062181	30.45712342	29.5120627	29.25463131	29.24168916	30.19394071	30.45636159
hsa-miR-139-5p	29.3222651	28.29609733	29.35082801	29.77914593	30.12799057	30.8058698	26.98408523	29.51067193	28.5995085	30.70851603	29.2068924	31.2593777	31.00430617	29.51999836	28.62248974	30.87516291	29.80385541	32.0006057
hsa-miR-143	29.80950353	27.83167583	29.34425018	29.88240664	30.90508241	31.10468456	28.7472955	30.34984194	27.92677975	30.19182201	29.79396884	31.70145277	31.74818584	29.05348226	29.61820203	30.29935285	31.25392493	31.91421402
hsa-miR-192	32.04614344	30.52369642	31.64275346	31.8374783	31.80069649	32.29535714	32.05839616	32.80951642	31.11306036	32.86371829	31.87779238	31.64593178	32.11289824	30.95674015	31.44100012	31.43241064	32.2080389	32.52077821
hsa-miR-301b	33.02570696	30.76260768	32.28788072	31.44144549	32.54894354	33.89684653	31.95299556	32.49923537	31.62942722	32.59101865	31.55713583	33.56239119	33.18913146	32.31659642	31.94900745	32.45558874	32.65871164	33.46416575
hsa-miR-376b	31.46072945	29.61777721	30.17289149	31.57362247	35.04124699	32.99568262	29.85878469	33.68465332	28.95471722	34.26285209	31.64322907	35.31725427	35.19675047	34.2980105	31.91538246	34.87682711	33.22322422	33.029177
hsa-miR-340	32.01200162	30.08987099	31.72182125	32.54747339	32.34855162	33.17017975	32.22166268	31.86807045	31.50338837	36.66854712	31.55159978	32.95100625	33.70670061	32.73930014	31.48336787	32.04014398	34.21827018	35.00701515
hsa-miR-450a	32.03899131	31.88828257	32.99250338	32.61386557	33.61897628	32.63505661	32.04984087	32.97809393	32.6282542	33.75898508	32.24890043	31.78237053	33.68834754	32.48991873	31.60452135	30.89546827	34.2952305	33.61301554
hsa-miR-491-5p	32.35020917	31.13169429	32.9112659	32.68064779	32.75409004	33.09091262	32.02862517	32.74182565	31.32077607	32.9703372	32.42478488		33.29671657	32.45633604	32.50826862	31.91631523	33.87417634	33.46661308
hsa-miR-370	31.43815043	29.71383628	31.74939785	32.22491544	34.76965623	32.98798372	30.65011939	33.81335919	29.34356763	34.21134093	31.78756139		33.72683402	36.27215322	31.99568698	34.52228446	32.95757134	32.62728047
hsa-miR-29b-2*	32.86444155	31.61117226	32.45727756	32.06207256	33.0830014	32.43572357	32.5310827	33.02071675	32.49703455	34.05035528	32.29605353	32.57790381	32.58544504	32.72891993	32.44725978	32.73556481	34.29278427	34.09045878
hsa-miR-497	33.41562234	30.51539038	32.57271587	32.50557207	33.1254594		32.09222726	33.01348538	31.98897095	33.60399875	32.01500141	34.61220275	34.77333954	32.24782662	31.8795115	32.82137122	33.61912013	33.6772698
hsa-miR-98	32.80575704	31.55092699	32.72949621	33.31330084	32.97237188	33.78321327	32.44752677	33.10863068	31.94399832	34.11958766	32.49045862	33.93548278	34.27136191	32.84029908	32.13067616	33.16807814	34.17471382	34.43032766
hsa-miR-32	33.54893443	31.46898123	33.80327201	32.54526055	33.22404269	34.02199825	33.57928259	32.43301874	31.19737253	33.89263206	32.28476991	33.12563644	34.5368141	33.15581504	32.62679321	33.32051958	34.57606116	34.48315571
hsa-miR-660	33.16990782	32.08183477	33.44616062	32.83068046	34.05134086	33.51326607	33.34676915	32.187444	33.78973844	33.72019359	32.90982248	33.99434419	34.13468785	32.2837618	32.36049371	31.66007938	33.97583444	34.67003598
hsa-miR-141	33.23853534	31.76592649	32.76774532	32.80633023	32.84412089	34.14243684	32.07553516	33.10563034	32.66669926	33.41605032	33.53979434	33.73521205	35.72186155	33.03002857	32.33693031	32.60977873	34.6931436	34.72954832
hsa-miR-628-3p	32.3468019	31.43773159	33.0121185	32.07707747	32.86077765	34.11822871	32.78160012	33.76502889	32.86343243	33.44280992	32.38420358	34.9593819	34.97701529	33.13178997	32.85429397	33.32027633	34.07174383	34.35307908
hsa-miR-21*	33.46689229	32.71099465	33.57839166	33.55651923	33.70047126	32.52616137	33.78351562	32.90158821	32.75337108	33.26295025	32.7178911	34.01241573	34.08639176	33.23196733	32.95959531	31.87477699	34.99856944	34.57041776
hsa-miR-196a	34.64212307	33.79861547	32.85810467	32.9261201	34.09965616	34.82238713	35.88129827	33.6405084	33.7690206	33.34908468	32.76989643	33.14645294	34.2418205	32.53347868	33.09214452	33.05625251	34.46899385	33.58258107
hsa-miR-299-5p	33.16111934	31.54823702	31.94642782	32.98585782	34.70358854	33.52886846	31.08021963	34.33408114	30.51840431	35.84447109	34.43167035	35.75418938	35.25494608	34.55939035	33.09333629	34.96377268	35.86148325	33.44766427
hsa-miR-194	33.48674989	32.49012941	33.82364018	33.57946313	34.12523953	34.19871405	33.25863552	34.01629692	32.66507762	34.1844988	33.47077667	34.23340923	34.98228629	33.34640366	32.85020692	33.22588977	34.56805332	34.2539237
hsa-miR-215	33.64335022	32.56336738	33.44337469	33.92735812	33.98683808	34.08476544	33.61361269	33.98479827	33.10519989	34.66186971	33.82994374	33.83022374	34.72133284	33.74839003	33.60972782	33.62679666	34.30297076	34.90714103
hsa-miR-153	33.10356137	32.01304991	32.69651303	33.35693983	36.15024012	34.47040207	32.61220454	33.7180572	31.72090911	34.50615999	33.8837838	34.70182176	35.98483355	33.23303331	34.19864761	34.29812975	34.78254698	34.96106213
hsa-miR-377	32.7950624	31.04946114	30.63938844	33.75934094	36.94774456	34.92399854	31.3519048	34.85801173	30.45657147	ND	33.47621427	36.50803867	36.91295629	34.62038135	33.06802118	35.57789404	34.3602686	34.34064748
hsa-miR-627	34.69795426	33.15037493		33.26829677	34.07470028	34.89930779	33.77288764	33.9915149	33.93340289	34.72529564	34.25448015	33.3518418	34.13684608	33.70393867	33.05474618	32.84116551	35.09416432	33.90836325
hsa-miR-7	34.34473537	34.43697172	34.09211868	35.84836677	35.4648789	33.72800277	34.48172041	34.27011772	33.836501	34.96078108	34.34355684	35.84876822	35.47593778	33.9023043	33.80475551	34.64233935	35.50390938	34.43760736
hsa-miR-651	35.00405194	33.26181697	34.00848081	35.62145894	34.58357756	35.56552725	35.09983257	35.50624257	34.23048414	35.4666734	33.81229293	35.15467302	34.65796073	34.17709042	34.56983078	33.97878526	35.11289433	35.53246345
hsa-miR-200a	35.21597571	34.48584798	35.65303701	35.69626626	34.13741808	35.06292399	36.72023774	34.46323901	34.78560682	36.54288575	36.01536369	35.0096198	35.81837503	34.14380601	35.43931223	34.55427611	35.65347617	33.6487262
hsa-miR-148a	30.64074968	28.11265505	29.17380858	30.30299648	30.14905553	30.81450907	29.19741299		29.02464891	31.90819947	30.03517632	31.12108082	32.68952841	29.98612017	29.34428178	30.38069038	32.20426585
hsa-miR-410	31.79766747	30.50440927	30.15582043	32.81952049	35.67910747	33.32102419	30.49645858	34.54205251	30.10685029	34.86058737	32.84579387		35.89100556	34.91353401	31.6875627		33.23260599	33.78145545
hsa-miR-542-5p	33.43857881	33.31357274	35.44689439	34.06385228	33.9895159	33.59835348	34.05592269	33.98118207	33.48309206	34.77606526	33.72188181	33.7231068		33.77978403	32.89070057	32.92143869		33.45783921
hsa-miR-182	33.89498157	31.0792586	33.65890789	33.7477913	35.08466646	ND	34.15435464	34.12812596	31.97964113	35.00524027	33.21531553	35.92695058	36.87323535	34.95726102	32.19078167	34.71672107	34.64687985	35.75979681
hsa-miR-501-5p	36.27210946	33.7697818	35.55931602	34.29689912	35.09991921		34.69357507	33.97136246	34.69557954	33.65800983	34.21494976	33.86999443	34.69469577	32.75130626	32.92312698	32.85513724	35.77012048	34.72966673
hsa-miR-9	34.75855058	32.97220323	34.60445797	33.71520139	34.4871437	ND	32.06815836	34.13107463	33.52995407	34.18442105	34.07677273	36.80871892	36.88271622	34.81295236	33.61217734	34.46760689	35.10411449	35.94729229
hsa-miR-545	33.77645623	32.27765948	34.81955169	33.74713752	35.45804064	34.72373817	34.67751095	34.47331192	33.72646183	36.03095686	34.1891844	35.09905903	ND	33.61003452	34.18533395	35.13317467	35.78350183	36.42149291
hsa-miR-487b	34.03161065	32.10765548	32.47745428	33.78124692	36.88519485	35.97067795	31.98478494	36.23845918	31.30404543	36.45544796	34.82488344	36.95100011	36.56133703	36.44375567	33.57131948	ND	35.61115927	36.11106719
hsa-miR-135a	35.00478615	33.68187168	36.26900816	35.12724121	35.66376536	36.46848365	35.45373555	35.30540611	34.5747042	36.46986916	35.46429315	35.54737813	36.26081951	35.5817165	33.80037896	35.1775826	ND	35.0039963
hsa-miR-200b	36.47633091	34.38560944	36.17834815	35.86117569	36.7075996	35.82617174	36.07745575	36.82109477	35.06869301	36.18894365	35.93553359	36.63091107	ND	35.68393453	35.05375688	34.71546418	35.93149187	35.20971125
hsa-miR-151-3p	29.50213726	27.03506403		28.23722028	29.69306122	30.28773152	28.78089964	28.85786577	27.64434061	30.21357756	28.78911906	30.52474361	31.05720706	28.79768798		30.79613727	29.97343905
hsa-miR-210		30.86111431	32.67130958	32.14128724	32.9531047		31.16161209	31.93817103	30.89304568	32.58010619	31.88700764	32.83740467	33.49813054	32.11318167	31.29585482	32.67624319	32.67315184	33.15689347
hsa-miR-132	32.71798652	31.2792878	32.29303729	32.91502003	33.30474658		32.28677034	32.18713492	33.07417851	33.72111883	32.23767132		34.33520131	32.65159173	31.95730043	32.75962184	33.4702715	34.60967947
hsa-miR-193b	34.71565935	33.68052938	33.44922852	33.86046315	35.59295948		34.65554757	ND	33.672816	35.46401768	36.63708244	34.30712319	36.63495908	33.51134886	33.18980707	33.2354955	33.62982567	35.10645604
hsa-miR-570	34.47457887	35.0179353	ND	34.74070934	35.01816423	ND	34.33162692	33.95756284	35.85005991	34.82697499	34.21782983	35.84374031	35.9636096	34.88258187	34.06273725	34.34041989	35.84364608	35.71536565
hsa-miR-20b*	36.03432627	35.82699073	34.96038765	35.17328995	34.91701473	34.97148717	36.73560138	35.62982302	35.4837842	34.95853204	34.84553757	ND	35.05281519	34.32332193	34.49803839	35.75691725	ND	34.84986363
hsa-miR-576-5p	35.82428337	34.71083176		36.18707401	35.78726692	36.25599745	36.55291595	36.00576401	34.74549171	36.44688128	35.63945017	36.43496684	ND	35.22447093	34.92907395	35.85967436	36.85527862	36.13269827
hsa-miR-27a	24.91046927	23.20832075	24.32387398		24.34082165	25.11961794		24.64886845	23.69821718		24.1587617	25.72195252	25.77129139	24.22076817	23.84043244	24.6542539		25.71304621
hsa-miR-329	32.82636062	31.23382788	32.43497675	33.64798454	35.54520826	34.49830963	31.27192459	ND	30.74227104		34.80175203	35.58911043		36.50841347	32.74732028		34.30201225	34.74566742
hsa-miR-369-5p	33.93661688	32.84358544	32.36369937	34.12695549		35.71571579	32.27805965	35.90731884	31.22998243	ND	33.82323054	36.88770772	ND	ND	34.08604283	35.8861014	36.1403575	36.20168897
hsa-miR-493	35.2313269	32.49025295	34.66141286	35.50269743	ND	35.21520689	33.87973794	35.94802457	31.87760976		36.24732899	36.75611209		35.7614033	35.42729161		36.80866058	35.20518691
hsa-miR-374b*	35.96635011	34.52519648	35.3112505	36.08700695	35.91055547	36.13710328	35.89778799	35.82018084	34.63127252	36.12469465	35.28273497	ND		36.86538182	35.56864671	36.13691004	ND	35.81571507
hsa-miR-362-5p	36.67389189	35.52807362	ND	36.15520151	36.13321227	36.63121741	36.17651687	35.42866519	36.26728827	35.99883331	36.05680673	36.58861138	ND	35.25395688	34.94475051	34.72583847	ND	36.47911636
hsa-miR-26a	24.31560286	23.2539991		23.29035321	24.14044263			23.84495528	22.88916503		23.22707975	24.78136139	24.74253858	23.85636041	23.82755645	24.20869645	24.63469429	24.89005107
hsa-miR-33a	28.21998645	25.97127032	27.81944693	26.6579374	27.15046885	29.0813168		27.35557419	26.50539273	29.84445701	27.32091835		28.79952965	28.00174826	28.29030761	28.03625934
hsa-miR-574-3p	30.81143326	29.51721712	30.34683135	30.00648419	30.64473883	30.83656271	29.67179067	30.74466678	29.56319753	30.78224442	29.96027853	ND	ND	29.75514702	29.53915644	29.67293914	ND	ND
hsa-miR-409-3p			28.92442477	30.61620984		32.03060075	28.58623045	32.48642855		33.33652701	30.53812751	33.66565202		32.86789594	29.80065707		32.12731982	31.60399206
hsa-miR-379	34.2846715	32.72162999	33.17086003	33.69283669	ND	35.82029904	31.86002347	35.24075258	31.44487464	ND	33.76166399	ND	36.65741686	ND	33.28383312	ND	35.46099079	35.88015683
hsa-miR-654-5p	35.66227934	33.53562619	34.1902249	35.48199374	35.83004713		32.52888328	35.05962845	33.8038755	ND	35.01326149	36.05650808	35.51636941		33.66862236			ND
hsa-miR-323-3p	34.29567471	32.69869873	33.89455429	35.80565802	ND		32.74098514	35.97973588	32.9226995	ND	34.98112041		36.97287969	36.76151278	35.45562263	ND	35.76204042	36.24321555
hsa-miR-95	ND	34.43515141	35.08562969		36.84082146	35.65550777	35.9296912	34.31705538	34.25168549	ND	36.70720617	34.83521042	ND	35.09539129		34.63830309	35.1838723	35.76790015
hsa-miR-124	35.89909845	36.53468211	36.21112456	34.83574364		33.20097535	ND	36.11030005	35.33647548	33.6739278		36.63657461	36.62503373	33.72256795		36.10493406		35.90641388
hsa-miR-877		33.63072132	35.51798539		34.01389893		33.76410131	34.30026592	33.05815089	34.63842812	34.07930277	34.44275063	35.9363719				34.45253265	34.84425233
hsa-miR-100	36.75802739	34.1221768	ND	34.09980104	36.02422571	ND		35.75090819	36.51985462	35.38606809	35.16355577	35.82728753	33.84145874	34.08327687			35.53128182	ND
hsa-miR-602	35.59284604	35.04036333		35.6412821	ND	34.17355236	36.5385839	35.04764079				35.15891625	36.44684995	ND	34.05392354	36.52236885	35.73329158
hsa-miR-193a-3p	36.85378393	35.37741178		36.65906114	ND	35.58771064		35.68126382	34.93708767	36.42336086		35.93310412	ND		35.82679771	34.16162884	35.96967178	36.81892612
hsa-miR-188-5p	35.85118642	35.5302761	ND	35.58514688	36.78956046	36.51107083	ND	35.74432936	36.99583314	36.64127415	34.99990937		36.7294905	35.84811089	35.61246465	34.43183162	ND
hsa-miR-514	36.23159371	36.59994775	36.46892822	36.92204454	36.83030534	ND	ND	36.69776661	36.21490575	36.50342489	36.86815423	ND		36.60662522	35.90158695	ND	ND	ND
hsa-miR-27b		23.64325479		25.10605489	25.71096021			24.91248633	24.16821927		25.43229904	26.12761749			25.22166114	25.76962311	26.45371587
hsa-miR-431		31.74418745	32.35187654	33.9018153		34.17495832	31.92470591		31.13432062	35.86477268				35.13761919	33.31751546			34.51407886
hsa-miR-663		32.75863985	33.72676201	33.85233575	34.22393253		33.76703161		33.45827684		34.16045572	34.04824976	34.05996482	34.06722462			33.99567281
hsa-miR-452	34.66524312	30.29356265	35.46321187		ND		35.63746126	36.77561964	34.85118617		36.12343913	ND		34.50343696	36.02182619	35.28208643	35.74428492
hsa-miR-708	ND	36.04913052	ND	36.97538711	ND	36.86155308	35.83259901	35.06245328	ND	34.85220682	32.80988837	36.82409064		36.0318372	32.13571625	35.92120836		ND
hsa-miR-886-3p		34.61708906	ND	36.00874099		36.24368168	34.69754631	ND	35.15680686	34.55593607	ND			35.57332562	35.42793193		36.70129407	36.18819297
SNORD49A				22.58195571	22.05144615	23.06481263		23.10849641		23.63020476		23.02482217	23.65753563		22.57364798		23.42969571
U6				23.61320072	21.88012641	21.78767354		23.65093176		24.85504415		24.97590704			24.92267927		24.81658443
hsa-miR-671-5p	33.96662396			33.59269437	33.15263299			33.59725254			32.97041891	34.42597595			33.08403791		36.2382231	34.59242358
hsa-miR-620		36.83875596	35.5548888	34.90356456	35.20315362	34.00003959	34.16451794	33.50953333	33.97966865	34.50335647	34.51488344
hsa-miR-381	35.93952344	33.59918201	34.0204197	36.06653276	ND		33.44984713	ND	33.14007622	ND	35.64682065	ND			34.92247844		ND	35.6757037
hsa-miR-337-5p	35.71283136	33.30370062	34.82525281	36.7284881	ND	ND	33.43124148	ND	32.78448336		35.51295742				35.25333563		36.63642095	ND
hsa-miR-550	36.01435834	35.45781527	35.46728397	35.55723376	36.52914651			ND	35.89928033	36.06017161	34.86731317				36.87555968	ND		35.15340421
hsa-miR-187	36.00033997		34.93682628	35.86833555			36.07154939		35.96791908					35.66526084	35.12554241		36.01460719	36.85890563
hsa-miR-138	ND	35.48119986	ND	36.15189994	36.69532154	ND	35.71560195	36.62004751	33.44449027		35.80757894	ND		ND	35.64116201	ND	36.78233203
hsa-miR-34c-5p	36.82435708	35.84592261		36.66714275				35.64023226			36.49345112	36.59268406	36.66531361	36.55075298	36.93565078	36.75552254
hsa-miR-128		28.3435186		29.89755921	29.47273578		29.25603276		29.25744269	31.14527079			30.74931686	29.88531782			30.82535583
hsa-miR-154*		32.72593288	32.93893971	36.03216652	ND	36.75531033	33.87329594				35.62507037				34.87506967			36.57919605
hsa-miR-204	34.69465915	34.613704	36.54101788		ND			35.72852438	36.10387543		34.93976953	33.94903659	ND	36.70231775	34.35219731
hsa-miR-361-5p	36.93694413	36.77710886	ND			ND		36.2019021	36.22878017		35.64484703	ND	36.59811537		35.84040719	36.42971826	ND
hsa-miR-193a-5p	36.98397533	36.762943	ND	ND	ND	36.93657186	ND	36.73586939	ND	ND	36.54127176	ND	ND	ND	36.54679383	35.46622346		36.62199441
hsa-miR-127-5p	34.80574436	34.26379326	34.57556713	36.96022057		ND	33.89750212		33.10735485		35.81402682	ND	ND		35.83637311	ND	ND
hsa-miR-433	34.85613865	33.82902418	34.76466121	ND		ND	34.4350261	ND	33.51413578		ND						36.69444097	ND
hsa-miR-373*		35.3595164	ND	ND	35.1758289	36.28512879		35.57756142		ND	35.74030458		36.64310891	36.71012357				ND
hsa-miR-576-3p		35.75123006			ND	36.57210641				35.70519563	35.98193933	ND	ND	35.04468784		36.56244247		36.40158056
hsa-miR-449a	36.8233128	36.41181794	36.82615406	36.96457068			36.88181243			36.9432865			ND	ND	35.53876209		ND	36.40518381
hsa-miR-539	36.11150957	34.57901543	36.11862553			ND	35.45888261		33.67385421		36.96110537				ND
hsa-miR-668	35.78828216	ND	35.5259378				36.18957674		35.31778176						35.44926833		36.83589716	35.67851752
hsa-miR-149		36.42767541		36.46334651	34.95972725	ND	ND	36.58830323		35.74166809					35.80998238	35.85737176	ND
hsa-miR-26a-2*	ND	35.86859739	ND	ND	36.93561219		ND	ND	36.00642646	ND	36.43198089	36.91174924	ND	ND	36.6230194	36.8535649		ND
hsa-miR-31*	ND	ND	36.57561479	36.169706				ND		ND	36.63550003			36.69687637	36.45041598	36.52660051
hsa-miR-589	34.10836844						34.54148476			34.80174364	33.58418581			35.11415221				34.4602616
hsa-miR-337-3p	36.96474307			36.8243673		ND	ND	ND	33.78290603		35.09120831	ND			35.16403723		36.78147384	ND
hsa-miR-760		35.87259796		34.80370815	35.61040761		ND			35.99973938							36.24754378
hsa-miR-449b	35.8875449			36.74621205	ND		35.65330775	ND	34.90755584						35.95471003	36.70002036
hsa-miR-940	29.44998195		29.32772654								29.20144738						30.55704586	29.72036911
hsa-miR-622	34.25767639			34.76238657									35.68652145		33.61061042	33.57694835
hsa-miR-31		34.10703207					36.13115235			35.85230357				35.09605414	33.18385342		ND	ND
hsa-miR-224	35.84838131	34.32960115	36.82349926	35.34012835		ND	ND	ND	35.26319337	ND		ND		ND	ND	ND	ND
hsa-miR-147b	35.8238722	36.2879108		36.61762016		ND		ND		ND				36.02313203	ND
hsa-miR-211		ND	36.89611774					ND			ND		ND		35.80284796	36.77797628	36.77572111
hsa-miR-873	ND	ND	ND			36.68689146		36.23241616				36.40330913				36.41272772
hsa-miR-205	35.91774479			ND			36.26763982	35.75389595
hsa-miR-494	ND	35.66749259	ND	ND			ND	ND	35.47877172		ND				36.97137955
hsa-miR-363*							36.21621374			36.16248034								36.52696245
hsa-miR-218				ND	ND					36.41471947	ND	ND	36.72930772	36.25082852
hsa-miR-483-3p	ND			ND	36.85286995		ND	36.61403651				ND				36.23507829
hsa-miR-518c*			36.89430504					36.41273781									36.94231712
hsa-miR-886-5p	ND	32.52709739	ND	ND		ND	33.02569711	ND	ND	ND	ND	ND	ND	ND	ND	ND		ND
hsa-miR-499-5p	ND	35.65896875			36.45959836	ND		ND
hsa-miR-429		ND	36.57723668					ND	36.17443071	ND			ND	ND	ND	ND
hsa-miR-299-3p	36.85765247	36.46953393	ND				ND	ND			ND		ND			ND
hsa-miR-518f															36.72335042	ND		36.98425665
hsa-miR-520c-3p		36.98952291																ND
hsa-miR-517c	ND			ND				36.99822531								36.98197663
hsa-miR-595			ND			31.06775606				ND	ND	ND	ND	ND		ND	ND
hsa-miR-96		ND		ND	ND	ND			ND		ND				35.89456795
hsa-miR-9*			ND	ND			35.91441562	ND			ND
hsa-miR-519e*					36.22805799
hsa-miR-658											36.26022328	ND
hsa-miR-572												36.65075442
hsa-miR-617														36.7774336			ND
hsa-miR-765		ND	ND				36.7872218				ND			ND				ND
hsa-miR-519d				36.81714197				ND
hsa-miR-548c-3p		ND	ND			36.84140139			ND
hsa-miR-217													36.84815963
hsa-miR-596							ND			ND		36.86465293		ND	ND			ND
hsa-miR-375	36.86501635	ND													ND
hsa-miR-623						ND									36.90031225	ND		ND
hsa-miR-933		ND		36.90220996			ND			ND	ND	ND	ND	ND	ND	ND		ND
hsa-miR-509-3p	ND		ND						36.92437655				ND
hsa-miR-518a-3p					ND											36.96006751
hsa-miR-122									ND
hsa-miR-129-5p											ND
hsa-miR-134	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
hsa-miR-135b	ND								ND						ND
hsa-miR-137									ND
hsa-miR-147			ND						ND	ND	ND			ND		ND		ND
hsa-miR-185*	ND			ND	ND				ND	ND	ND	ND					ND	ND
hsa-miR-212	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
hsa-miR-214								ND	ND		ND				ND	ND		ND
hsa-miR-216a	ND					ND
hsa-miR-298											ND
